Instrument,Date,Price,PE,Y1_PE,Y2_PE,Forward_PE
.SPX,2009-02-27,735.09,10.02811,10.6684,9.08213,10.416335178082191
.SPX,2009-03-06,683.38,9.42861,9.99812,8.4613,9.724439726027397
.SPX,2009-03-13,756.55,10.38193,11.10106,9.4892,10.78310405479452
.SPX,2009-03-20,768.54,10.54124,11.41979,9.80832,11.071006082191781
.SPX,2009-03-27,815.94,11.4104,12.12395,10.42001,11.722473726027397
.SPX,2009-04-03,842.5,11.7474,12.58765,10.83767,12.141764684931507
.SPX,2009-04-09,856.56,11.92752,12.8901,11.17611,12.425209561643836
.SPX,2009-04-17,869.6,12.16334,13.19087,11.38702,12.662070136986301
.SPX,2009-04-24,866.23,12.31197,13.20734,11.38338,12.637664821917808
.SPX,2009-05-01,877.52,12.79724,13.4106,11.5943,12.808484109589042
.SPX,2009-05-08,929.23,13.47698,14.19705,12.35944,13.552627863013699
.SPX,2009-05-15,882.88,12.85318,13.54192,11.7071,12.86328794520548
.SPX,2009-05-22,887.0,12.91262,13.5966,11.73999,12.874302410958906
.SPX,2009-05-29,919.14,13.3366,14.05667,12.1555,13.28057594520548
.SPX,2009-06-05,940.09,13.64647,14.38819,12.42931,13.550970054794519
.SPX,2009-06-12,946.21,13.74064,14.48498,12.4905,13.594294410958902
.SPX,2009-06-19,921.23,13.40396,14.14366,12.14791,13.214132602739728
.SPX,2009-06-26,918.9,13.36714,14.09581,12.11684,13.136145095890411
.SPX,2009-07-02,896.42,13.00494,13.76411,11.81114,12.784949698630136
.SPX,2009-07-10,879.13,12.76902,13.478,11.4998,12.442832328767125
.SPX,2009-07-17,940.38,13.86188,14.23535,12.21219,13.13785498630137
.SPX,2009-07-24,979.26,14.8981,14.73166,12.73129,13.608164520547945
.SPX,2009-07-31,987.48,14.97244,14.81643,12.90126,13.704057287671233
.SPX,2009-08-07,1010.48,15.74777,15.17767,13.18541,13.982313999999999
.SPX,2009-08-14,1004.09,15.71492,15.07709,13.06714,13.83257301369863
.SPX,2009-08-21,1026.13,16.09026,15.4224,13.34007,14.09313180821918
.SPX,2009-08-28,1028.93,16.12691,15.45071,13.36249,14.077633835616439
.SPX,2009-09-04,1016.4,16.41378,15.28773,13.19354,13.87056580821918
.SPX,2009-09-11,1042.73,16.81074,15.71167,13.50382,14.175248356164383
.SPX,2009-09-18,1068.3,17.12886,16.05879,13.81758,14.456171342465753
.SPX,2009-09-25,1044.38,16.76777,15.68574,13.49993,14.080816493150685
.SPX,2009-10-02,1025.21,16.45769,15.35599,13.25133,13.770287260273973
.SPX,2009-10-09,1071.49,17.14513,16.02444,13.87386,14.362896
.SPX,2009-10-16,1087.68,17.39466,16.19311,14.05295,14.498572356164384
.SPX,2009-10-23,1079.6,17.26329,15.8488,13.85755,14.23397808219178
.SPX,2009-10-30,1036.19,17.16637,15.28027,13.22103,13.570818712328768
.SPX,2009-11-06,1069.3,17.89341,15.67227,13.58869,13.90265410958904
.SPX,2009-11-13,1093.48,18.28199,16.02712,13.862,14.146728109589041
.SPX,2009-11-20,1091.38,18.27838,15.95117,13.81938,14.058841342465755
.SPX,2009-11-27,1091.49,18.33846,16.00509,13.80858,14.013186410958903
.SPX,2009-12-04,1105.98,18.59506,16.06878,13.96646,14.12197408219178
.SPX,2009-12-11,1106.41,18.64961,16.10763,13.95425,14.072243424657534
.SPX,2009-12-18,1102.47,18.59531,16.12973,13.89794,13.977428410958904
.SPX,2009-12-24,1126.48,19.00177,16.45597,14.18481,14.228366493150686
.SPX,2009-12-31,1115.1,18.84161,16.31718,14.06903,14.06903
.SPX,2010-01-08,1144.98,19.27696,14.40071,,14.40071
.SPX,2010-01-15,1136.03,18.87172,14.25765,,14.25765
.SPX,2010-01-22,1091.76,17.39027,13.68489,,13.68489
.SPX,2010-01-29,1073.87,16.68992,13.35934,,13.35934
.SPX,2010-02-05,1066.19,16.49661,13.22313,10.96035,12.999951698630134
.SPX,2010-02-12,1075.51,16.50989,,11.07842,
.SPX,2010-02-19,1109.17,16.9243,,11.47177,
.SPX,2010-02-26,1104.49,16.49618,,11.49175,
.SPX,2010-03-05,1138.7,17.01547,,0.89646,
.SPX,2010-03-12,1149.99,17.16877,,0.91037,
.SPX,2010-03-19,1159.9,17.35269,,0.91892,
.SPX,2010-03-26,1166.59,17.43205,,0.92624,
.SPX,2010-04-01,1178.1,17.60189,,0.93664,
.SPX,2010-04-09,1194.37,17.8458,,0.95066,
.SPX,2010-04-16,1192.13,17.6989,,1.0462,
.SPX,2010-04-23,1217.28,17.77355,,1.06846,
.SPX,2010-04-30,1186.69,17.03038,,1.0426,
.SPX,2010-05-07,1110.88,16.06097,,0.98094,
.SPX,2010-05-14,1135.68,16.42502,,0.88007,
.SPX,2010-05-21,1087.69,15.73638,,0.84383,
.SPX,2010-05-28,1089.41,15.73889,,0.84944,
.SPX,2010-06-04,1064.88,15.40373,,0.84529,
.SPX,2010-06-11,1091.6,15.78058,13.05933,11.1499,12.21185695890411
.SPX,2010-06-18,1117.51,16.1823,13.38341,11.4301,12.479000712328766
.SPX,2010-06-25,1076.76,15.55454,12.86517,11.00523,11.96832221917808
.SPX,2010-07-02,1022.58,14.7847,12.23881,10.46824,11.351099561643835
.SPX,2010-07-09,1077.96,15.56986,12.92164,11.06225,11.953738356164383
.SPX,2010-07-16,1064.88,15.15002,12.71872,10.92572,11.75099123287671
.SPX,2010-07-23,1102.66,15.18232,13.11631,11.35462,12.131694219178083
.SPX,2010-07-30,1101.6,14.89743,13.04574,11.337,12.057947835616439
.SPX,2010-08-06,1121.64,15.09869,13.21564,11.54809,12.219678630136986
