Instrument,Date,Price,PE,Y1_PE,Y2_PE,Forward_PE,EPS,Forward_EPS,Band_15x,Band_20x,Band_25x,Band_30x,Band_35x,Band_40x,Band_fwd_15x,Band_fwd_20x,Band_fwd_25x,Band_fwd_30x,Band_fwd_35x,Band_fwd_40x,SD_minus_2,SD_minus_1,SD_mean,SD_plus_1,SD_plus_2,SD_fwd_minus_2,SD_fwd_minus_1,SD_fwd_mean,SD_fwd_plus_1,SD_fwd_plus_2
.IXIC,2007-01-26,2435.49,23.15996,20.28193,,20.28193,105.15950804750956,120.08176736632066,1577.3926207126435,2103.190160950191,2628.987701187739,3154.785241425287,3680.582781662835,4206.380321900382,1801.2265104948099,2401.6353473264135,3002.0441841580164,3602.4530209896197,4202.861857821224,4803.270694652827,1299.100978576309,1868.8496052151165,2438.5982318539245,3008.3468584927323,3578.0954851315396,1413.3153450772666,1902.1013112467708,2390.887277416275,2879.6732435857793,3368.4592097552836
.IXIC,2007-02-02,2475.88,23.22603,20.624,,20.624,106.59936287002127,120.04848719937938,1598.990443050319,2131.9872574004253,2664.9840717505317,3197.980886100638,3730.977700450744,4263.974514800851,1800.7273079906906,2400.9697439875877,3001.2121799844845,3601.4546159813813,4201.697051978278,4801.939487975175,1316.8884030675656,1894.4380866237818,2471.9877701799983,3049.5374537362145,3627.0871372924307,1412.9236505539727,1901.5741517073513,2390.2246528607297,2878.8751540141084,3367.525655167487
.IXIC,2007-02-09,2459.82,22.98553,20.48257,,20.48257,107.016022689057,120.09332813216312,1605.2403403358549,2140.32045378114,2675.4005672264248,3210.4806806717097,3745.5607941169947,4280.64090756228,1801.3999219824468,2401.8665626432626,3002.333203304078,3602.7998439648936,4203.266484625709,4803.733125286525,1322.0356616340302,1901.8427859493256,2481.6499102646217,3061.4570345799175,3641.264158895213,1413.4514107608784,1902.2844343665438,2391.117457972209,2879.9504815778746,3368.78350518354
.IXIC,2007-02-16,2496.31,23.82456,20.97405,,20.97405,104.77885006060971,119.01897821355438,1571.6827509091456,2095.5770012121943,2619.471251515243,3143.3655018182912,3667.25975212134,4191.154002424389,1785.2846732033156,2380.3795642710875,2975.4744553388596,3570.569346406631,4165.664237474403,4760.759128542175,1294.398473092344,1862.0847149855201,2429.770956878697,2997.457198771873,3565.143440665049,1400.8067332277749,1885.2666769355626,2369.72662064335,2854.186564351138,3338.6465080589255
.IXIC,2007-02-23,2515.1,24.29897,21.17813,18.42285,20.77049953424657,103.50644492338563,121.09001017780444,1552.5966738507846,2070.1288984677126,2587.6611230846406,3105.193347701569,3622.725572318497,4140.257796935425,1816.3501526670666,2421.800203556089,3027.2502544451113,3632.700305334133,4238.1503562231555,4843.600407112178,1278.6796589821968,1839.4720774549166,2400.2644959276367,2961.056914400357,3521.849332873077,1425.1819678651116,1918.0719287338375,2410.9618896025636,2903.8518504712897,3396.7418113400154
.IXIC,2007-03-02,2368.0,20.90664,20.06254,17.54829,19.6423502739726,113.26545059368698,120.55583812379902,1698.9817589053046,2265.3090118737396,2831.6362648421746,3397.963517810609,3964.290770779044,4530.618023747479,1808.3375718569853,2411.1167624759805,3013.8959530949755,3616.6751437139706,4219.454334332966,4822.233524951961,1399.2387415759697,2012.9049341966488,2626.571126817328,3240.237319438008,3853.903512058687,1418.8949721171705,1909.6106161912303,2400.32626026529,2891.04190433935,3381.7575484134095
.IXIC,2007-03-09,2387.55,23.37896,20.26569,17.67581,19.783191808219176,102.1238754846238,120.68578332279337,1531.858132269357,2042.477509692476,2553.0968871155947,3063.716264538714,3574.335641961833,4084.955019384952,1810.2867498419005,2413.7156664558674,3017.1445830698344,3620.573499683801,4224.002416297768,4827.431332911735,1261.599916558585,1814.901647279024,2368.2033779994636,2921.505108719903,3474.806839440342,1420.4243761872954,1911.6689547618423,2402.9135333363897,2894.158111910937,3385.4026904854836
.IXIC,2007-03-16,2372.66,23.26664,20.18474,17.56804,19.647061917808223,101.97690770992287,120.76411271699641,1529.653615648843,2039.5381541984575,2549.4226927480718,3059.307231297686,3569.1917698473003,4079.076308396915,1811.4616907549462,2415.282254339928,3019.10281792491,3622.9233815098924,4226.743945094874,4830.564508679856,1259.784331991121,1812.2897991177995,2364.795266244478,2917.300733371157,3469.8062004978356,1421.3462824618762,1912.9096963555953,2404.4731102493147,2896.036524143034,3387.5999380367534
.IXIC,2007-03-23,2448.93,23.64451,20.84625,18.12854,20.23569597260274,103.57288013158234,121.02030013277647,1553.5932019737352,2071.4576026316468,2589.3220032895583,3107.1864039474704,3625.050804605382,4142.9152052632935,1815.3045019916472,2420.4060026555294,3025.5075033194116,3630.6090039832943,4235.710504647176,4840.812005311059,1279.500374536907,1840.6527354374045,2401.8050963379023,2962.9574572384004,3524.1098181388984,1424.3615079526294,1916.9677180700296,2409.57392818743,2902.18013830483,3394.7863484222303
.IXIC,2007-03-30,2421.64,23.4219,20.4323,17.9323,19.82271095890411,103.39212446471036,122.16492512151724,1550.8818669706554,2067.842489294207,2584.803111617759,3101.763733941311,3618.7243562648628,4135.684978588414,1832.4738768227587,2443.298502430345,3054.123128037931,3664.9477536455174,4275.772379253103,4886.59700486069,1277.267387067904,1837.4404233702783,2397.613459672653,2957.7864959750273,3517.9595322774016,1437.8332955222713,1935.0986361912455,2432.3639768602197,2929.629317529194,3426.894658198168
.IXIC,2007-04-05,2471.34,23.6501,21.0097,18.16467,20.26921273972603,104.49596407626184,121.92580105276473,1567.4394611439277,2089.919281525237,2612.399101906546,3134.8789222878554,3657.3587426691643,4179.838563050474,1828.887015791471,2438.5160210552945,3048.145026319118,3657.774031582942,4267.403036846766,4877.032042110589,1290.903806124847,1857.057386786813,2423.2109674487792,2989.3645481107455,3555.5181287727114,1435.0188989393641,1931.3108987628207,2427.602898586277,2923.8948984097337,3420.1868982331903
.IXIC,2007-04-13,2491.94,24.03514,21.08922,18.46269,20.348034821917807,103.67902995364288,122.4658804552377,1555.1854493046433,2073.5805990728577,2591.975748841072,3110.3708986092865,3628.7660483775007,4147.161198145715,1836.9882068285654,2449.317609104754,3061.6470113809423,3673.9764136571307,4286.3058159333195,4898.635218209508,1280.811709482029,1842.5391844778649,2404.266659473701,2965.994134469537,3527.721609465373,1441.3754218638367,1939.8657840060348,2438.3561461482327,2936.846508290431,3435.336870432629
.IXIC,2007-04-20,2526.39,24.25727,21.58256,18.79802,20.743383561643835,104.14980745978423,121.79257026667027,1562.2471118967635,2082.9961491956847,2603.7451864946056,3124.494223793527,3645.243261092448,4165.992298391369,1826.888554000054,2435.851405333405,3044.8142566667566,3653.777108000108,4262.739959333459,4871.70281066681,1286.6275175841708,1850.9056400921202,2415.18376260007,2979.46188510802,3543.7400076159693,1433.4508247966044,1929.2005163251968,2424.9502078537894,2920.699899382382,3416.449590910974
